id,name,lat,lng,name_en,name_la,order,order_en,family,family_en,images,danger,stamps,habitat,habitat_en,diet,diet_en,breeding,breeding_en,dimensions,description,description_en,threats,threats_en,extra,extra_en,unit,alerts,who_is_who,did_you_know,did_you_know_en,keywords,occurrence,occurrence_en
49,Hohol Bělavý,0,0,Bufflehead,Bucephala albeola,vrubozobí,Anseriformes,kachnovití,Anatidae,,LC,,"mělké vodní nádrže poblíž lesů (hnízdění), jezera a mořské pobřeží (zimování)","shallow lakes and pools (breeding season), sea shore (winter)",vodní živočichové a rostliny,aquatic animals and plants,5–12 vajec;inkubace 29–31 dní,5–12 eggs;incubation 29–31 days,"[{""title"":""hmotnost"",""value"":""230-600 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""32-40 cm"",""title_en"":""length""}]","Patří k nejmenším kachnám na světě. Pro potravu se potápí i 4,5 m hluboko pod hladinu. Hnízdí ve stromových dutinách po datlech; mláďata musejí po vylíhnutí seskočit z výšky na zem a poté následují matku k vodě.","It is one of the smallest ducks in the world. It can dive up to 4.5 m below the surface for food. It nests in old woodpecker holes in trees; after hatching, the young must jump quite a distance to the ground and then follow the mother to the water.",,,,,,,,,,,,
5,Urzon kanadský,50.1171614,14.4101642,North american porcupine,Erethizon dorsatum,hlodavci,Rodentia,urzonovití,Erethizontidae,,LC,,jehličnaté a smíšené lesy,coniferous and mixed forest,části rostlin včetně jehličí a kůry,"part of plants, including needles
and bark",březost 205–217 dní;1–2 mláďata,gestation 205–217 days;1–2 young,"[{""title"":""hmotnost"",""value"":""3,5-7 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""65-68 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""14,5-30 cm"",""title_en"":""tail length""}]","Navzdory jisté podobnosti se starosvětskými dikobrazy jsou američtí urzoni příbuzní spíše morčatům. Od dikobrazů se liší mimo jiné i tím, že jejich ostny nejsou hladké, ale mají drobné háčky. Kromě toho nehrabou nory, ale naopak tráví mnoho času v korunách stromů.","Despite its appearance, the North American porcupine is related more to Guinea pigs than to Old World porcupines. In contrast to Old World porcupines, the New World ones have the quills barbed and they do not dig underground dens. Instead of that they spend a lot of their time in trees.",,,Urzon kanadský je druhým největším druhem hlodavce na severoamerickém kontinentu. Větší je už pouze bobr kanadský.,The North American porcupine is the second largest rodent species on the North American continent. Only the North American beaver is larger.,,,,,,,,
6,Panda červená,50.1170458,14.4103725,Red panda,Ailurus fulgens,šelmy,Carnivora,pandovití,Ailuridae,,EN,,horské lesy,mountain forests,"bambusové listy a výhonky, plody, drobná zvířata, vejce","bamboo leaves and shoots, fruits, small animals, eggs",březost 114–145 dní;1–6 mláďat,gestation 114–145 days;1–6 young,"[{""title"":""hmotnost"",""value"":""3-6 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""51-63 cm"",""title_en"":""body length""}]","Dříve byla považována za nejbližší příbuznou pandy velké, dnes již to neplatí. Doma je ale v podobném prostředí a také se živí bambusem. Žije většinou samotářsky, aktivní je za soumraku a v noci. Samice buduje pro mláďata hnízdo ve stromové dutině.","Despite its name, the red panda is not closely related to the giant panda but they have similar habitat requirements. Red pandas live mostly alone and are active at dusk and during the night. Females build nests in hollow trees and give birth to 1–6 cubs.","Pandy červené ohrožuje lov pro maso a kožešinu, která v čínském Yunanu symbolizuje šťastná manželství, a tak se z ní šijí novomanželské čapky. Ještě vážnější je ale hrozba úbytku přirozeného prostředí. Pronikání lidí do kdysi odlehlých míst a kácení lesů způsobují, že se areál pand drobí na malá, vzájemně izolovaná území, a pandy jen obtížně nalézají nepříbuzné partnery.","Red pandas are threatened by hunting for their meat and fur, which symbolizes a happy marriage in China’s Yunnan province, and thus it is sewn into hats for newlyweds. However, the loss of natural habitat is an even more serious threat. Human encroachment into once remote places and the felling of forests means the pandas’ ranges are breaking up into small, mutually isolated areas, and the pandas find it difficult to find unrelated partners.","Pandy mají na předních tlapkách zvláštní šestý „prst“, kte- rý jim usnadňuje manipulaci s bambusovými stonky. Plní obdobnou úlohu, jako protistojný palec primátů, o pravý prst se však nejedná – vznikl totiž prodloužením jedné z kostí zápěstí.

Tato expozice je vůbec nejstarší expozicí v Zoo Praha – stála zde již při otevření zoo veřejnosti v roce 1931. Tehdy ji ovšem neobývaly pandy červené, nýbrž vlci.","Pandas have a special sixth “finger” on their front paws, which makes it easier for them to handle bamboo stems. It performs a similar role to that of the opposable thumb in primates, but it is not a true finger – it is formed by an extension of one of the wrist bones.

This is the oldest exhibit in Prague Zoo – it was here at the zoo’s opening in 1931. At the time, however, it was home to wolves instead of the red pandas you see today.",,,,,,,,
75,Holub wonga,50.1172497,14.4018225,Wonga pigeon,Leucosarcia melanoleuca,měkkozobí,Columbiformes,holubovití,Columbidae,,LC,,"husté pobřežní lesy, deštné lesy, křovinatá buš","dense coastal forests, rainforest, bush","semena a spadané plody, bezobratlí","seeds and fallen fruit, invertebrates",2 vejce;inkubace 18 dní,2 eggs;incubation 18 days,"[{""title"":""hmotnost"",""value"":""330-500 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""38-45 cm"",""title_en"":""length""}]","Potravu hledá výhradně na zemi. Vydává se za ní na dlouhou vzdálenost po patrných cestičkách, které si vyšlapal častým používáním. Jeho jednotvárný hlas je slyšet na 2 km daleko.","The Wonga Pigeons seek food only on the ground, making clearly visible ‘tracks’ by following exactly the same path each time they visit a feeding site. Their monotone call can be heard up to two kilometres away.",,,,,25,,,,,,Východní Austrálie,East Australia
37,Leguánek haitský,50.1178061,14.403565,Hispaniolan curlytail lizard,Leiocephalus schreibersii,šupinatí,Squamata,trnoleguánovití,Tropiduridae,,LC,,horké a suché křovinaté oblasti s roztroušenými balvany,"hot, dry scrubland with scattered boulders or rock piles","hmyz, okrajově i plody, květy a drobní ještěři","insects, occasionally also fruits, flowers and small lizards",7 vajec;inkubace 2–3 měsíce,7 eggs;incubation 2–3 months,"[{""title"":""hmotnost"",""value"":""70 g (♂ výrazně větší než ♀)"",""title_en"":""weight""},{""title"":""délka"",""value"":""20–25 cm"",""title_en"":""length""}]","Aktivní je dokonce ivnejvětším poledním žáru. Rád se sluní na kamenech, které má zároveň jako pozorovatelny. Menší mláďata žijí na území rodičů, chráněna před cizími dospělými, kteří by je jinak neváhali ulovit.","It is active even in the midday heat. It likes to bask on the stones which also serve as a lookout station. Smaller youngsters live on the territory of their parents, protected from other adults who would otherwise not hesitate to eat them.",,,,,8,,,,,,"Atlantský
oceán",Atlantic Ocean
7,Tapír čabrakový,50.1155081,14.4086308,Malayan tapir,Tapirus indicus,lichokopytníci,Perissodactyla,tapírovití,Tapiridae,,EN,,tropické deštné lesy,tropical rainforest,"větve, listy, byliny, vodní rostliny, plody","twigs, leaves, herbs, aquatic plants, fruits",březost 390–395 dní (13 měsíců);1 mládě,gestation 390–395 dní (13 měsíců);1 young,"[{""title"":""hmotnost"",""value"":""250-320 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""220-250 cm"",""title_en"":""body length""},{""title"":""výška v kohoutku"",""value"":""90-110 cm"",""title_en"":""shoulder height""}]","Tito plaší samotáři se s nadšením koupou a od vody se nikdy příliš nevzdalují. V lese udržují síť vyšlapaných stezek, které si značí rozstřikováním moči. Mláďata se rodí hnědá s bílými pruhy a skvrnami, které jsou v hustém podrostu výborným maskováním.","These water-loving loners love to bathe and are never found too far from water. In the forest they maintain a network of well-trodden paths, which they mark by spraying with urine. Baby tapirs are brown with white stripes and spots that conceal them well in the dense undergrowth.","Za poslední tři generace klesl počet tapírů čabrakových v přírodě na polovinu. Na vině je především těžba dřeva a přeměna lesa na člověkem využívanou půdu, např. plantáže palmy olejné. Kvůli ní přišlo mnoho tapírů o domov, další zůstali odříznuti ve zbylých ostrůvcích lesa, kde jen těžko hledají vhodné partnery.","Over the last three generations, the number of Malayan tapirs in the wild has dropped by half. This is mainly due to logging and mankind converting the forest to agricultural land, such as palm oil plantations. This has meant many tapirs have lost their habitats, others have been cut off in the remaining islands of forest where it is difficult to find suitable partners.",Samice Indah a samec Niko jsou rodiči vůbec prvního mláděte tapíra čabrakového odchovaného v Zoo Praha. Sameček jménem Budak Puntja se narodil 15. 10. 2015 a v roce 2018 se z Prahy odstěhoval na Tchajwan.,"Indah, the female, and Niko, the male, are parents of the first ever young Malayan tapir to be bred in Prague Zoo. The male, named Budak Puntja, was born on 15 October, 2015, and moved from Prague to Taiwan in 2018.",3,,,"Pohyblivý chobůtek tapírů sestává z prodlouženého horního pysku srostlého s nozdrami. Je to velice citlivý nástroj, který tapíři používají podobně jako sloni – k trhání rostlinné potravy, jako orgán jemného čichu i coby šnorchl při pobytu ve vodě.","The tapir’s prehensile nose trunk consists of an extended upper lip fused with the nostrils. It is a very sensitive tool that tapirs use in a similar fashion to elephants – to tear plant food, as a sensitive olfactory organ and as a snorkel while moving around in the water.",,,
8,Tapír jihoamerický,50.1164542,14.4089689,Lowland tapir,Tapirus terrestris,lichokopytníci,Perissodactyla,tapírovití,Tapiridae,,VU,,"deštné a bažinaté lesy, bažinaté křoviny, travnaté oblasti","damp and swamp forests, wetlands, shrub lands, grasslands","tráva, vodní rostliny, výhonky, listy, plody","grass, aquatic plants, shoots, leaves, fruits","březost 12,5–13,5 měsíce;1 mládě",gestation 12.5–13.5 months;1 young,"[{""title"":""hmotnost"",""value"":""150-250 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""170-250 cm"",""title_en"":""body length""}]","Je silně vázán na vodu, do které prchá v případě nebezpečí. Žije samotářsky, v době námluv se partneři vyhledávají pomocí různých zvuků a pachu. Dospělí jsou jednobarevní, mláďata mají krycí světlé proužky a skvrny.","Lowland tapirs are strongly associated with water and run off to it when in danger. They are solitary, searching for each other at the time of mating by sounds and smells. Adults are of a plain color, but calves have striped and spotted coats for camouflage.","V minulosti obývali tapíři jihoameričtí značnou část Jižní Ameriky včetně suchých oblastí, byli z nich však člověkem vytlačeni a dnes jich většina žije již jen v Amazonii a Pantanalu. I zde jich však ubývá – především následkem kácení tropických lesů, lovu pro maso a potravní konkurence ze strany domácího dobytka.","In the past, lowland tapirs inhabited a considerable part of South America including dry areas, but they were pushed out by mankind and nowadays the majority of them live in the Amazon and Pantanal. Here too, however, they are declining – mainly due to the felling of tropical forests, hunting for their meat and competition for food from domestic cattle.",Naše samice tapíra jihoamerického pochází ze zoo až z Francouzské Guyany. Do Zoo Praha dorazila v druhé polovině roku 2019 a pro celý evropský chov je vzhledem ke svému původu velice cenná.,Our female lowland tapir was born as far away as a zoo in French Guiana. She came to Prague Zoo in the second half of 2019 and is very valuable for the entire European breeding programme due to her origin.,26,,,,,,,
9,Adax,50.1178061,14.4066094,Addax,Addax nasomaculatus,sudokopytníci,Cetartiodactyla,turovití,Bovidae,,CR,,písečné pouště,sandy deserts,"tráva, byliny, listy","grass, herbs, leaves","březost 8,5 měsíce;1 mládě",gestation 8.5 months;1 young,"[{""title"":""hmotnost"",""value"":""60-125 kg"",""title_en"":""weight""},{""title"":""výška v kohoutku"",""value"":""100-110 cm"",""title_en"":""shoulder height""}]","Adax je antilopa výborně přizpůsobená životu v poušti. Nepotřebuje pít každý den, protože dokáže hospodařit s vodou obsaženou v potravě, a je aktivní za soumraku a v noci, kdy jsou teploty snesitelnější. Široká kopyta brání proboření do písku.","The addax is an antelope that is well adapted to life in the desert. It can man age the precious resources of water contained in its food very well and it is active at dusk or at night, when the temperatures are more tolerable. Thanks to the wide hoofs it does not sink into the sand.","V uplynulých sto letech prodělali adaxové totální kolaps populací, hlavně v důsledku lovu, such a konkurence s dobytkem. Nepokoje po „Arabském jaru“ navíc učinily z oblastí obývaných adaxy rušnou pašeráckou křižovatku. Jediná životaschopná populace zbyla v Nigeru, zdecimovali ji však vojáci střežící naleziště ropy. Na jaře 2016 tak byli v přírodě vypátráni už jen tři adaxové!","The addax has drastically decreased over the past hundred years, mainly due to hunting, ongoing drought and competition with cattle. This was all worsened by the “Arab Spring” and the subsequent turmoil. The last viable population, in Niger, was decimated by poaching by the soldiers sent there to guard the oil deposits. In the spring of 2016, just three individuals were found in the wild!",Adaxové mění barvu srsti podle ročního období. V létě na žhnoucím slunci jsou téměř bílí – bílá totiž odráží světlo a omezuje tak riziko přehřátí. Naopak během chladnějších období je jejich zbarvení šedohnědé.,"Addaxes change their fur colour depending on the season. In the blazing sun of summer they are almost white – white reflects light and limits the risk of overheating. In contrast, during the cooler seasons their coloration is greyish brown.",,,,,,,,
38,Leguánek měnivý,50.1178061,14.403565,Northern curly-tailed lizard,Leiocephalus carinatus,šupinatí,Squamata,leiocefalovití,Leiocephalidae,,LC,,polopouště s porosty kaktusů a křovin,semideserts with cacti and shrubs,"bezobratlí, hlavně hmyz; drobní ještěři","invertebrates, especially insects; small lizards",5–11 vajec;inkubace 51–74 dní,5–11 eggs;incubation 51–74 days,"[{""title"":""hmotnost"",""value"":""80 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""30 cm"",""title_en"":""length""}]","Chrání ho nenápadné zbarvení a schopnost měnit jeho odstín. Když je přesto prozrazen, hbitě prchá nebo vyšplhá na keř. Samci jsou velmi soupeřiví a rivaly vyzývají pokyvováním hlavy a spirálovitým stáčením ocasu.","It is protected by its inconspicuous colouring and the ability to change its shade. In case it is exposed, it deftly climbs a bush or flees. Males are very competitive and challenge rivals by bobbing their heads and curling their tails.",,,,,8,,,,,,Kuba,Cuba
57,Užovka ravergierova,50.1164275,14.4079608,Spotted whip snake,Hemorrhois ravergieri,šupinatí,Squamata,užovkovití,Colubridae,,LC,,křovinaté a polopouštní oblasti,"scrubland, arid and semi-arid areas",drobní obratlovci včetně jiných plazů,small vertebrates including other reptiles,3–10 vajec;inkubace 2 měsíce,3–10 eggs;incubation 2 months,"[{""title"":""hmotnost"",""value"":""150–700 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""až/up to 150 cm"",""title_en"":""length""}]","Svým vzhledem cíleně napodobuje zmije, se kterými sdílí prostředí. Skýtá jí to výtečnou ochranu – domnělou zmiji se totiž jen málokdo odváží napadnout. Prozradí ji však dlouhý bičovitý ocas, který u zmije nenajdeme, a odlišný tvar hlavy.","This harmless snake mimics a viper with its appearance. It derives protection from this mimicry: few creatures will dare attack a seemingly venomous snake. Its identity is betrayed, though, by its long whiplike tail, which is not found in a viper,
and by a different shaped head.",,,,,,,,,,,Asie,Asia
11,Agama pobřežní,0,0,Giant butterfly agama,Leiolepis guttata,šupinatí,Squamata,agamovití,Agamidae,,,,pobřežní písčiny a mangrovy,coastal sands and mangroves,"části rostlin, hmyz","plant parts, insects",3–7 vajec;inkubace 2 měsíce,3–7 eggs;incubation 2 months,,"Je největší z tzv. „motýlích agam“, které byly pojmenovány podle roztažitelného, pestrobarevného lemu po stranách těla. Žije ve skupinkách, výrazný samec střeží harém méně nápadných samiček. Ve Vietnamu je často lovena pro maso.","It is the largest of the so-called “butter- fly agamas”, named after the extensible, varicoloured skin flaps on the sides of the body. The giant butterfly agamas live in groups, a prominent male guarding a harem of less conspicuous females. In Vietnam, they are often hunted for meat.",,,,,,,,,,,,
12,Agama stepní,50.1162208,14.403565,Steppe agama,Trapelus sanguinolentus,šupinatí,Squamata,agamovití,Agamidae,,,,suché stepi a polopouště s křovinatou vegetací,arid steppes and semi-deserts with shrubs,"členovci, okrajově květy a plody","arthropods, marginally also flowers and fruits",4–18 vajec;inkubace 2 měsíce,4–18 eggs;incubation 2 months,"[{""title"":""hmotnost"",""value"":""50 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""29-31 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""18-19 cm"",""title_en"":""tail length""}]",V období rozmnožování mají samci nápadně jinou barvu než samice. Obě pohlaví navíc dokážou měnit barvu podle svého rozpoložení. Samci si hájí území z vyvýšených míst předváděním modré spodiny těla a rezavého kořene ocasu.,"During the breeding season the males have a different colour than the females. In addition, both sexes can change their colour depending on their mood. The males defend their territory from elevated locations by showing the blue underside of the body and the rusty root of the tail.",,,,,,,,,,,,
13,Agama turkestánská,50.1162208,14.403565,Turkestan rock agama,Paralaudakia lehmanni,šupinatí,Squamata,agamovití,Agamidae,,LC,,suché kamenité svahy hor,arid rocky mountain slopes,"bezobratlí, části rostlin","invertebrates, plant parts",8–22 vejce;inkubace 2 měsíce,8–22 eggs;incubation 2 months,"[{""title"":""hmotnost"",""value"":""120 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""36-41 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""22-26 cm"",""title_en"":""tail length""}]","S oblibou se pohybuje po kolmých skalních stěnách a velkých balvanech. Samce lze často pozorovat na výše položených místech, samice jsou nenápadné. Před slunečním žárem se ukrývá ve větvích keřů a stromů.","It likes to move along perpendicular rock walls and large boulders. Males can often be seen on higher places, the females are inconspicuous. It hides from the sun’s heat in the branches of bushes and trees.",,,,,8,,,,,,,
15,Amejva obecná,0,0,Giant ameiva,Ameiva ameiva,šupinatí,Squamata,tejovití,Teiidae,,,,"křovinaté polopouště ai deštné lesy, také v blízkosti lidí","from desert shrubland to rainforest, including human settlements","bezobratlí, drobní ještěři","invertebrates, small lizards",3–11 vajec;inkubace 5 měsíců,3–11 eggs;incubation 5 months,"[{""title"":""hmotnost"",""value"":""60 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""20 cm"",""title_en"":""body length""}]","Je velice hbitá a při rychlém úprku dovede běžet jen po zadních nohou. Přes den se často vyhřívá na slunci, na noc a v nebezpečí se ukrývá do vyhrabaných nor. Kromě Jižní Ameriky se s ní lze setkat také na Floridě, kam byla zavlečena lidmi.","The giant ameiva is very agile and can escape danger running on its hind legs only. During the day it often basks in the sun, while at night or in danger it will hide in dugout burrows. In addition to South America, it can also be found in Florida where it was introduced by humans.",,,,,,,,,,,,
